,temperature,wind,time
2016-01-03 16:00:00,2.2,-0.5,1:51 AM
2016-01-03 17:00:00,1.7,0.1,2:51 AM
2016-01-03 18:00:00,1.1,-1.2,3:51 AM
2016-01-03 19:00:00,0.6,-3.6,4:51 AM
2016-01-03 20:00:00,-0.6,-5.4,5:51 AM
2016-01-03 21:00:00,-1.1,-6.4,6:51 AM
2016-01-03 22:00:00,-1.7,-5.6,7:51 AM
2016-01-03 23:00:00,-1.7,-5.6,8:51 AM
2016-01-04 00:00:00,-2.2,-5.1,9:51 AM
2016-01-04 01:00:00,-2.2,-7.7,10:51 AM
2016-01-04 02:00:00,-2.2,-7.1,11:51 AM
2016-01-04 03:00:00,-1.1,-16.7,12:51 PM
2016-01-04 04:00:00,-2.2,-5.1,1:51 PM
2016-01-04 05:00:00,-2.2,-5.7,2:51 PM
2016-01-04 06:00:00,-3.3,-9.1,3:51 PM
2016-01-04 07:00:00,-5.0,-11.3,4:51 PM
2016-01-04 08:00:00,-6.1,-13.0,5:51 PM
2016-01-04 09:00:00,-6.7,-17.2,6:51 PM
2016-01-04 10:00:00,-7.2,-14.4,7:51 PM
2016-01-04 11:00:00,-7.8,-14.4,8:51 PM
2016-01-04 12:00:00,-8.3,-14.6,9:51 PM
2016-01-04 13:00:00,-11.1,-15.5,2:51 AM
2016-01-04 14:00:00,-11.1,-16.9,3:51 AM
2016-01-04 15:00:00,-11.1,-15.5,4:51 AM
2016-01-04 16:00:00,-11.7,-19.2,5:51 AM
2016-01-04 17:00:00,-11.7,-19.4,6:51 AM
2016-01-04 18:00:00,-11.1,-16.3,7:51 AM
2016-01-04 19:00:00,-10.6,-18.7,8:51 AM
2016-01-04 20:00:00,-8.3,-18.9,9:51 AM
2016-01-04 21:00:00,-7.2,-12.2,10:51 AM
2016-01-04 22:00:00,-5.6,-11.6,11:51 AM
2016-01-04 23:00:00,-3.9,-8.3,12:51 PM
2016-01-05 00:00:00,-2.8,-6.4,1:51 PM
2016-01-05 01:00:00,-2.2,-5.1,2:51 PM
2016-01-05 02:00:00,-2.2,-19.4,3:51 PM
2016-01-05 03:00:00,-2.2,-20.0,4:51 PM
2016-01-05 04:00:00,-2.8,-19.4,5:51 PM
2016-01-05 05:00:00,-2.8,-19.4,6:51 PM
2016-01-05 06:00:00,-2.2,-18.9,7:51 PM
2016-01-05 07:00:00,-1.7,-3.8,8:51 PM
2016-01-05 08:00:00,-2.2,-4.3,9:51 PM
2016-01-05 09:00:00,-2.2,-17.8,10:51 PM
2016-01-05 10:00:00,-2.8,-5.0,11:51 PM
2016-01-05 11:00:00,-2.2,-4.3,12:51 AM
2016-01-05 12:00:00,-2.8,-15.6,1:51 AM
2016-01-05 13:00:00,-3.3,-15.0,2:51 AM
2016-01-05 14:00:00,-3.3,-5.6,3:51 AM
2016-01-05 15:00:00,-3.9,-12.8,4:51 AM
2016-01-05 16:00:00,-3.3,-5.6,5:51 AM
2016-01-05 17:00:00,-3.3,-13.3,6:51 AM
2016-01-05 18:00:00,-2.8,-14.4,7:51 AM
2016-01-05 19:00:00,-1.1,-3.1,8:51 AM
2016-01-05 20:00:00,-1.1,-4.9,9:51 AM
2016-01-05 21:00:00,0.6,-2.8,10:51 AM
2016-01-05 22:00:00,2.2,-17.2,11:51 AM
2016-01-05 23:00:00,3.3,-17.2,12:51 PM
2016-01-06 00:00:00,4.4,2.6,1:51 PM
2016-01-06 01:00:00,4.4,2.6,2:51 PM
2016-01-06 02:00:00,3.9,2.6,3:51 PM
2016-01-06 03:00:00,3.3,2.0,4:51 PM
2016-01-06 04:00:00,3.3,0.0,5:51 PM
2016-01-06 05:00:00,2.8,0.2,6:51 PM
2016-01-06 06:00:00,2.2,-0.9,7:51 PM
2016-01-06 07:00:00,2.8,-0.9,8:51 PM
2016-01-06 08:00:00,2.2,-0.5,9:51 PM
2016-01-06 09:00:00,1.7,-1.1,10:51 PM
2016-01-06 10:00:00,1.1,-14.4,11:51 PM
2016-01-06 11:00:00,1.7,-1.5,12:51 AM
2016-01-06 12:00:00,1.1,-1.8,1:51 AM
2016-01-06 13:00:00,0.6,-15.0,2:51 AM
2016-01-06 14:00:00,0.6,-14.4,3:51 AM
2016-01-06 15:00:00,0.0,-2.5,4:51 AM
2016-01-06 16:00:00,0.0,-3.1,5:51 AM
2016-01-06 17:00:00,-0.6,-2.5,6:51 AM
2016-01-06 18:00:00,0.0,-12.8,7:51 AM
2016-01-06 19:00:00,1.7,0.1,8:51 AM
2016-01-06 20:00:00,3.3,-15.0,9:51 AM
2016-01-06 21:00:00,5.6,4.6,10:51 AM
2016-01-06 22:00:00,5.6,-13.3,11:51 AM
2016-01-06 23:00:00,6.7,5.8,12:51 PM
2016-01-07 00:00:00,7.2,6.4,1:00 PM
2016-01-07 01:00:00,7.2,-12.8,2:51 PM
2016-01-07 02:00:00,7.8,-9.4,3:23 PM
2016-01-07 03:00:00,7.2,6.4,4:51 PM
2016-01-07 04:00:00,7.2,6.4,5:51 PM
2016-01-07 05:00:00,6.7,5.3,6:51 PM
2016-01-07 06:00:00,5.6,-7.2,7:51 PM
2016-01-07 07:00:00,5.6,4.6,8:51 PM
2016-01-07 08:00:00,5.6,4.6,9:51 PM
2016-01-07 09:00:00,3.9,2.6,10:51 PM
2016-01-07 10:00:00,4.0,-8.0,11:51 PM
2016-01-07 11:00:00,3.0,-6.0,12:51 AM
2016-01-07 12:00:00,3.0,-6.0,1:51 AM
2016-01-07 13:00:00,3.0,-6.0,2:51 AM
2016-01-07 14:00:00,2.0,-7.0,3:51 AM
2016-01-07 15:00:00,2.0,-8.0,4:51 AM
2016-01-07 16:00:00,2.0,-8.0,5:51 AM
2016-01-07 17:00:00,2.0,-6.0,6:51 AM
2016-01-07 18:00:00,3.0,-4.0,7:51 AM
2016-01-07 19:00:00,4.0,-1.0,9:51 AM
2016-01-07 20:00:00,5.0,-1.0,10:51 AM
2016-01-07 21:00:00,6.0,4.0,11:51 AM
2016-01-07 22:00:00,6.0,1.0,12:51 PM
2016-01-07 23:00:00,6.0,0.0,1:51 PM
2016-01-08 00:00:00,6.1,2.9,2:28 PM
2016-01-08 01:00:00,6.1,4.2,3:51 PM
2016-01-08 02:00:00,6.7,4.9,4:51 PM
2016-01-08 03:00:00,6.7,4.2,5:28 PM
2016-01-08 04:00:00,6.7,3.9,6:36 PM
2016-01-08 05:00:00,6.7,4.5,7:51 PM
2016-01-08 06:00:00,6.7,4.9,8:51 PM
2016-01-08 07:00:00,6.1,3.2,9:10 PM
2016-01-08 08:00:00,5.6,2.5,10:51 PM
2016-01-08 09:00:00,5.6,2.3,11:18 PM
2016-01-08 10:00:00,5.0,1.8,12:51 AM
2016-01-08 11:00:00,5.0,1.0,1:51 AM
2016-01-08 12:00:00,5.0,2.1,2:51 AM
2016-01-08 13:00:00,4.4,1.1,3:51 AM
2016-01-08 14:00:00,5.0,2.5,4:51 AM
2016-01-08 15:00:00,5.0,1.5,5:51 AM
2016-01-08 16:00:00,5.0,1.8,6:51 AM
2016-01-08 17:00:00,5.6,2.8,7:38 AM
2016-01-08 18:00:00,5.6,2.0,8:51 AM
2016-01-08 19:00:00,6.7,3.9,9:51 AM
2016-01-08 20:00:00,7.2,5.1,10:07 AM
2016-01-08 21:00:00,7.8,5.2,11:26 AM
2016-01-08 22:00:00,7.8,6.2,12:51 PM
2016-01-08 23:00:00,7.8,5.5,1:51 PM
2016-01-09 00:00:00,7.8,5.0,2:00 PM
2016-01-09 01:00:00,7.2,4.8,3:51 PM
2016-01-09 02:00:00,7.2,4.8,4:51 PM
2016-01-09 03:00:00,7.8,6.2,5:51 PM
2016-01-09 04:00:00,7.8,6.2,6:01 PM
2016-01-09 05:00:00,8.3,4.4,7:26 PM
2016-01-09 06:00:00,7.8,6.2,8:51 PM
2016-01-09 07:00:00,7.8,5.8,9:51 PM
2016-01-09 08:00:00,7.8,5.8,10:51 PM
2016-01-09 09:00:00,7.8,6.2,11:51 PM
2016-01-09 10:00:00,7.8,5.0,12:51 AM
2016-01-09 11:00:00,7.8,4.8,1:51 AM
2016-01-09 12:00:00,7.8,4.2,2:51 AM
2016-01-09 13:00:00,7.0,3.8,3:47 AM
2016-01-09 14:00:00,7.2,4.5,4:12 AM
2016-01-09 15:00:00,7.2,3.1,5:02 AM
2016-01-09 16:00:00,7.2,3.6,6:01 AM
2016-01-09 17:00:00,8.9,7.2,7:51 AM
2016-01-09 18:00:00,9.4,8.3,8:13 AM
2016-01-09 19:00:00,13.9,12.8,9:51 AM
2016-01-09 20:00:00,14.0,13.0,10:45 AM
2016-01-09 21:00:00,13.9,12.8,11:05 AM
2016-01-09 22:00:00,13.9,12.8,12:04 PM
2016-01-09 23:00:00,15.0,13.3,1:51 PM
2016-01-10 00:00:00,15.0,12.8,2:12 PM
2016-01-10 01:00:00,13.9,12.2,3:08 PM
2016-01-10 02:00:00,13.9,6.7,4:51 PM
2016-01-10 03:00:00,13.3,6.1,5:51 PM
2016-01-10 04:00:00,12.8,4.4,6:51 PM
2016-01-10 05:00:00,11.1,2.8,7:51 PM
2016-01-10 06:00:00,8.3,-1.1,8:51 PM
2016-01-10 07:00:00,6.1,2.0,9:51 PM
2016-01-10 08:00:00,5.0,0.6,10:51 PM
2016-01-10 09:00:00,5.0,1.0,11:51 PM
2016-01-10 10:00:00,3.9,1.1,12:51 AM
2016-01-10 11:00:00,3.9,-0.3,1:51 AM
2016-01-10 12:00:00,2.2,-2.5,2:51 AM
2016-01-10 13:00:00,1.1,-3.0,3:51 AM
2016-01-10 14:00:00,0.6,-4.5,4:51 AM
2016-01-10 15:00:00,0.0,-11.7,5:51 AM
2016-01-10 16:00:00,-0.6,-3.8,6:51 AM
2016-01-10 17:00:00,-1.1,-6.1,7:51 AM
2016-01-10 18:00:00,-1.1,-6.7,8:51 AM
2016-01-10 19:00:00,-0.6,-3.2,9:51 AM
2016-01-10 20:00:00,-0.6,-6.0,10:51 AM
2016-01-10 21:00:00,0.0,-5.0,11:51 AM
2016-01-10 22:00:00,0.6,-4.2,12:51 PM
2016-01-10 23:00:00,0.6,-4.2,1:51 PM
2016-01-11 00:00:00,0.6,-3.6,2:51 PM
2016-01-11 01:00:00,0.6,-4.2,3:51 PM
2016-01-11 02:00:00,0.0,-4.7,4:51 PM
2016-01-11 03:00:00,-0.6,-6.5,5:51 PM
2016-01-11 04:00:00,-1.7,-7.1,6:51 PM
2016-01-11 05:00:00,-1.7,-7.1,7:51 PM
2016-01-11 06:00:00,-2.2,-7.4,8:51 PM
2016-01-11 07:00:00,-2.8,-16.7,9:51 PM
2016-01-11 08:00:00,-2.8,-7.4,10:51 PM
2016-01-11 09:00:00,-3.3,-7.5,11:51 PM
2016-01-11 10:00:00,-3.9,-7.7,12:51 AM
2016-01-11 11:00:00,-3.9,-16.7,1:51 AM
2016-01-11 12:00:00,-3.9,-16.1,2:51 AM
2016-01-11 13:00:00,-3.3,-7.0,3:51 AM
2016-01-11 14:00:00,-3.3,-6.4,4:51 AM
2016-01-11 15:00:00,-3.3,-14.4,5:51 AM
2016-01-11 16:00:00,-2.8,-14.4,6:51 AM
2016-01-11 17:00:00,-2.2,-12.8,7:51 AM
2016-01-11 18:00:00,-1.7,-11.7,8:51 AM
2016-01-11 19:00:00,0.6,-2.8,9:51 AM
2016-01-11 20:00:00,3.3,-7.2,10:51 AM
2016-01-11 21:00:00,4.4,2.1,11:51 AM
2016-01-11 22:00:00,5.6,2.3,12:51 PM
2016-01-11 23:00:00,6.1,3.4,1:51 PM
2016-01-12 00:00:00,6.7,4.2,2:51 PM
2016-01-12 01:00:00,6.1,2.7,3:51 PM
2016-01-12 02:00:00,2.8,-0.9,4:51 PM
2016-01-12 03:00:00,2.2,0.0,5:51 PM
2016-01-12 04:00:00,2.8,-2.2,6:51 PM
2016-01-12 05:00:00,3.3,0.8,7:51 PM
2016-01-12 06:00:00,2.8,-0.2,8:51 PM
2016-01-12 07:00:00,0.6,-5.2,9:51 PM
2016-01-12 08:00:00,0.0,-6.8,10:51 PM
2016-01-12 09:00:00,-1.1,-6.1,11:51 PM
2016-01-12 10:00:00,-2.8,-9.4,12:51 AM
2016-01-12 11:00:00,-3.3,-9.7,1:51 AM
2016-01-12 12:00:00,-3.9,-9.9,2:51 AM
2016-01-12 13:00:00,-4.4,-10.8,3:51 AM
2016-01-12 14:00:00,-5.0,-11.9,4:51 AM
2016-01-12 15:00:00,-5.0,-10.9,5:51 AM
2016-01-12 16:00:00,-5.6,-11.6,6:51 AM
2016-01-12 17:00:00,-5.6,-9.7,7:51 AM
2016-01-12 18:00:00,-5.0,-11.6,8:51 AM
2016-01-12 19:00:00,-4.4,-10.2,9:51 AM
2016-01-12 20:00:00,-3.9,-10.8,10:51 AM
2016-01-12 21:00:00,-3.3,-6.4,11:51 AM
2016-01-12 22:00:00,-2.2,-7.1,12:51 PM
2016-01-12 23:00:00,-2.2,-8.3,1:51 PM
2016-01-13 00:00:00,-2.2,-5.1,2:51 PM
2016-01-13 01:00:00,-2.2,-7.1,3:51 PM
2016-01-13 02:00:00,-2.8,-7.8,4:51 PM
2016-01-13 03:00:00,-3.3,-8.0,5:51 PM
2016-01-13 04:00:00,-3.9,-15.6,6:51 PM
2016-01-13 05:00:00,-4.4,-10.2,7:51 PM
2016-01-13 06:00:00,-4.4,-10.2,8:51 PM
2016-01-13 07:00:00,-4.4,-9.8,9:51 PM
2016-01-13 08:00:00,-5.0,-8.4,10:51 PM
2016-01-13 09:00:00,-5.0,-15.6,11:51 PM
2016-01-13 10:00:00,-5.0,-9.0,12:51 AM
2016-01-13 11:00:00,-5.6,-8.2,1:51 AM
2016-01-13 12:00:00,-5.0,-7.5,2:51 AM
2016-01-13 13:00:00,-5.0,-15.6,3:51 AM
2016-01-13 14:00:00,-5.0,-7.5,4:51 AM
2016-01-13 15:00:00,-4.4,-9.3,5:51 AM
2016-01-13 16:00:00,-4.4,-8.3,6:51 AM
2016-01-13 17:00:00,-4.4,-7.7,7:51 AM
2016-01-13 18:00:00,-3.3,-6.4,8:51 AM
2016-01-13 19:00:00,-2.8,-6.4,9:51 AM
2016-01-13 20:00:00,-1.7,-6.4,10:51 AM
2016-01-13 21:00:00,-0.6,-4.7,11:51 AM
2016-01-13 22:00:00,0.6,-2.4,12:51 PM
2016-01-13 23:00:00,1.7,-2.3,1:51 PM
2016-01-14 00:00:00,2.2,-1.3,2:51 PM
2016-01-14 01:00:00,2.8,-7.8,3:51 PM
2016-01-14 02:00:00,2.8,-0.6,4:51 PM
2016-01-14 03:00:00,2.8,1.4,5:51 PM
2016-01-14 04:00:00,2.8,1.4,6:51 PM
2016-01-14 05:00:00,3.3,-7.2,7:51 PM
2016-01-14 06:00:00,2.8,1.4,8:51 PM
2016-01-14 07:00:00,2.8,1.4,9:51 PM
2016-01-14 08:00:00,2.8,1.4,10:51 PM
2016-01-14 09:00:00,2.8,-6.1,11:51 PM
2016-01-14 10:00:00,2.2,0.7,12:51 AM
2016-01-14 11:00:00,2.8,0.7,1:51 AM
2016-01-14 12:00:00,2.2,0.7,2:51 AM
2016-01-14 13:00:00,1.7,-0.5,3:51 AM
2016-01-14 14:00:00,1.7,-0.5,4:51 AM
2016-01-14 15:00:00,2.8,1.4,5:51 AM
2016-01-14 16:00:00,2.8,0.7,6:51 AM
2016-01-14 17:00:00,2.8,1.4,7:51 AM
2016-01-14 18:00:00,3.9,2.0,8:51 AM
2016-01-14 19:00:00,5.0,3.3,9:51 AM
2016-01-14 20:00:00,5.6,-1.1,10:51 AM
2016-01-14 21:00:00,7.8,7.1,11:51 AM
2016-01-14 22:00:00,8.9,1.1,12:51 PM
2016-01-14 23:00:00,10.6,0.6,1:51 PM
2016-01-15 00:00:00,10.0,1.7,2:51 PM
2016-01-15 01:00:00,9.4,3.3,3:51 PM
2016-01-15 02:00:00,9.4,3.9,4:51 PM
2016-01-15 03:00:00,9.4,3.3,5:51 PM
2016-01-15 04:00:00,9.4,2.2,6:51 PM
2016-01-15 05:00:00,9.4,2.8,7:51 PM
2016-01-15 06:00:00,8.9,2.8,8:51 PM
2016-01-15 07:00:00,7.8,5.5,9:51 PM
2016-01-15 08:00:00,7.8,6.2,10:51 PM
2016-01-15 09:00:00,7.8,6.6,11:51 PM
2016-01-15 10:00:00,7.2,5.5,12:51 AM
2016-01-15 11:00:00,6.7,4.2,1:06 AM
2016-01-15 12:00:00,5.6,1.8,2:16 AM
2016-01-15 13:00:00,6.1,3.8,3:51 AM
2016-01-15 14:00:00,6.1,5.2,4:51 AM
2016-01-15 15:00:00,6.1,5.2,5:51 AM
2016-01-15 16:00:00,6.1,3.4,6:51 AM
2016-01-15 17:00:00,6.1,5.2,7:51 AM
2016-01-15 18:00:00,6.1,4.6,8:10 AM
2016-01-15 19:00:00,6.7,4.9,9:43 AM
2016-01-15 20:00:00,7.2,4.8,10:51 AM
2016-01-15 21:00:00,8.3,3.9,11:51 AM
2016-01-15 22:00:00,8.9,3.3,12:11 PM
2016-01-15 23:00:00,10.0,1.7,1:51 PM
2016-01-16 00:00:00,10.6,0.6,2:51 PM
2016-01-16 01:00:00,10.0,0.0,3:51 PM
2016-01-16 02:00:00,10.0,0.6,4:51 PM
2016-01-16 03:00:00,8.3,-1.1,5:51 PM
2016-01-16 04:00:00,7.8,5.8,6:51 PM
2016-01-16 05:00:00,7.8,6.6,7:51 PM
2016-01-16 06:00:00,7.2,5.1,8:51 PM
2016-01-16 07:00:00,6.7,5.3,9:51 PM
2016-01-16 08:00:00,6.1,2.9,10:51 PM
2016-01-16 09:00:00,5.6,4.6,11:51 PM
2016-01-16 10:00:00,5.6,3.6,12:51 AM
2016-01-16 11:00:00,5.0,1.3,1:25 AM
2016-01-16 12:00:00,5.0,3.3,2:49 AM
2016-01-16 13:00:00,4.4,-3.3,3:15 AM
2016-01-16 14:00:00,2.8,-0.2,4:51 AM
2016-01-16 15:00:00,2.2,-0.9,5:51 AM
2016-01-16 16:00:00,1.7,-1.9,6:51 AM
2016-01-16 17:00:00,1.7,-2.3,7:51 AM
2016-01-16 18:00:00,1.7,-1.9,8:51 AM
2016-01-16 19:00:00,1.7,-1.5,9:51 AM
2016-01-16 20:00:00,1.7,-2.3,10:51 AM
2016-01-16 21:00:00,2.2,0.0,11:51 AM
2016-01-16 22:00:00,2.2,-0.5,12:51 PM
2016-01-16 23:00:00,1.7,-1.9,1:51 PM
2016-01-17 00:00:00,1.1,-2.2,2:51 PM
2016-01-17 01:00:00,-0.6,-4.3,3:51 PM
2016-01-17 02:00:00,-1.1,-3.1,4:51 PM
2016-01-17 03:00:00,-1.1,-3.3,5:51 PM
2016-01-17 04:00:00,-1.1,-3.8,6:29 PM
2016-01-17 05:00:00,-1.1,-3.9,7:07 PM
2016-01-17 06:00:00,-1.1,-3.9,8:10 PM
2016-01-17 07:00:00,-1.1,-4.4,9:33 PM
2016-01-17 08:00:00,-0.6,-4.4,10:51 PM
2016-01-17 09:00:00,-0.6,-4.4,11:51 PM
2016-01-17 10:00:00,-0.6,-3.2,12:51 AM
2016-01-17 11:00:00,-0.6,-4.4,1:51 AM
2016-01-17 12:00:00,-1.1,-4.4,2:51 AM
2016-01-17 13:00:00,-1.1,-7.4,3:51 AM
2016-01-17 14:00:00,-1.7,-7.4,4:51 AM
2016-01-17 15:00:00,-2.8,-9.4,5:51 AM
2016-01-17 16:00:00,-5.6,-12.7,6:32 AM
2016-01-17 17:00:00,-5.6,-11.6,7:51 AM
2016-01-17 18:00:00,-5.0,-8.4,8:51 AM
2016-01-17 19:00:00,-5.0,-16.1,9:51 AM
2016-01-17 20:00:00,-4.4,-10.2,10:51 AM
2016-01-17 21:00:00,-3.3,-17.2,11:51 AM
2016-01-17 22:00:00,-3.3,-10.7,12:51 PM
2016-01-17 23:00:00,-2.2,-7.4,1:51 PM
2016-01-18 00:00:00,-3.3,-9.4,2:51 PM
2016-01-18 01:00:00,-3.9,-11.5,3:51 PM
2016-01-18 02:00:00,-5.0,-10.5,4:51 PM
2016-01-18 03:00:00,-5.0,-16.7,5:51 PM
2016-01-18 04:00:00,-5.6,-11.6,6:51 PM
2016-01-18 05:00:00,-6.1,-14.6,7:51 PM
2016-01-18 06:00:00,-6.7,-14.1,8:51 PM
2016-01-18 07:00:00,-6.7,-13.4,9:51 PM
2016-01-18 08:00:00,-7.2,-12.8,10:51 PM
2016-01-18 09:00:00,-7.8,-14.8,11:51 PM
2016-01-18 10:00:00,-7.8,-15.8,12:51 AM
2016-01-18 11:00:00,-8.3,-14.6,1:51 AM
2016-01-18 12:00:00,-8.3,-16.1,2:51 AM
2016-01-18 13:00:00,-8.3,-15.0,3:51 AM
2016-01-18 14:00:00,-8.3,-15.4,4:51 AM
2016-01-18 15:00:00,-8.3,-15.0,5:51 AM
2016-01-18 16:00:00,-8.9,-16.5,6:51 AM
2016-01-18 17:00:00,-8.9,-17.5,7:51 AM
2016-01-18 18:00:00,-7.8,-14.8,8:51 AM
2016-01-18 19:00:00,-6.7,-14.3,9:51 AM
2016-01-18 20:00:00,-5.0,-16.7,10:51 AM
2016-01-18 21:00:00,-4.4,-11.7,11:51 AM
2016-01-18 22:00:00,-3.9,-9.5,12:51 PM
2016-01-18 23:00:00,-3.3,-9.1,1:51 PM
2016-01-19 00:00:00,-2.8,-8.2,2:51 PM
2016-01-19 01:00:00,-2.2,-7.1,3:51 PM
2016-01-19 02:00:00,-2.2,-7.1,4:51 PM
2016-01-19 03:00:00,-2.2,-16.7,5:51 PM
2016-01-19 04:00:00,-2.8,-6.9,6:51 PM
2016-01-19 05:00:00,-2.8,-8.8,7:51 PM
2016-01-19 06:00:00,-2.8,-8.5,8:51 PM
2016-01-19 07:00:00,-2.8,-5.0,9:51 PM
2016-01-19 08:00:00,-2.2,-6.2,10:51 PM
2016-01-19 09:00:00,-2.2,-6.7,11:51 PM
2016-01-19 10:00:00,-1.7,-11.1,12:51 AM
2016-01-19 11:00:00,-2.2,-6.2,1:51 AM
2016-01-19 12:00:00,-2.2,-7.4,2:51 AM
2016-01-19 13:00:00,-2.2,-5.1,3:51 AM
2016-01-19 14:00:00,-2.8,-5.0,4:51 AM
2016-01-19 15:00:00,-2.2,-9.4,5:51 AM
2016-01-19 16:00:00,-2.2,-5.7,6:51 AM
2016-01-19 17:00:00,-1.7,-5.6,7:51 AM
2016-01-19 18:00:00,-1.1,-5.3,8:51 AM
2016-01-19 19:00:00,-0.6,-5.1,9:51 AM
2016-01-19 20:00:00,0.6,-2.8,10:51 AM
2016-01-19 21:00:00,1.7,-1.5,11:51 AM
2016-01-19 22:00:00,2.2,-8.9,12:51 PM
2016-01-19 23:00:00,2.2,-1.3,1:51 PM
2016-01-20 00:00:00,2.2,0.0,2:51 PM
2016-01-20 01:00:00,2.2,-0.5,3:51 PM
2016-01-20 02:00:00,1.7,-10.0,4:51 PM
2016-01-20 03:00:00,1.1,-1.2,5:51 PM
2016-01-20 04:00:00,1.1,-1.8,6:51 PM
2016-01-20 05:00:00,0.6,-1.8,7:51 PM
2016-01-20 06:00:00,0.6,-1.1,8:51 PM
2016-01-20 07:00:00,0.0,-3.1,9:51 PM
2016-01-20 08:00:00,-0.6,-3.8,10:51 PM
2016-01-20 09:00:00,-0.6,-2.5,11:51 PM
2016-01-20 10:00:00,-1.1,-3.1,12:51 AM
2016-01-20 11:00:00,-1.1,-4.9,1:51 AM
2016-01-20 12:00:00,-1.7,-5.1,2:51 AM
2016-01-20 13:00:00,-2.2,-5.7,3:51 AM
2016-01-20 14:00:00,-2.8,-7.4,4:51 AM
2016-01-20 15:00:00,-2.8,-5.8,5:51 AM
2016-01-20 16:00:00,-2.8,-6.9,6:51 AM
2016-01-20 17:00:00,-2.8,-10.6,7:51 AM
2016-01-20 18:00:00,-2.2,-6.7,8:51 AM
2016-01-20 19:00:00,-1.1,-3.1,9:51 AM
2016-01-20 20:00:00,0.0,-2.5,10:51 AM
2016-01-20 21:00:00,0.6,-3.6,11:51 AM
2016-01-20 22:00:00,1.7,-1.1,12:51 PM
2016-01-20 23:00:00,1.7,-1.1,1:51 PM
2016-01-21 00:00:00,1.7,-2.3,2:51 PM
2016-01-21 01:00:00,1.1,-0.6,3:51 PM
2016-01-21 02:00:00,0.0,-4.0,4:51 PM
2016-01-21 03:00:00,-0.6,-12.2,5:51 PM
2016-01-21 04:00:00,-0.6,-5.4,6:51 PM
2016-01-21 05:00:00,-1.1,-4.4,7:51 PM
2016-01-21 06:00:00,-1.7,-6.4,8:51 PM
2016-01-21 07:00:00,-2.2,-5.1,9:51 PM
2016-01-21 08:00:00,-2.8,-6.4,10:51 PM
2016-01-21 09:00:00,-3.3,-6.4,11:51 PM
2016-01-21 10:00:00,-4.4,-16.1,12:51 AM
2016-01-21 11:00:00,-5.0,-7.5,1:51 AM
2016-01-21 12:00:00,-5.6,-11.3,2:51 AM
2016-01-21 13:00:00,-5.6,-9.1,3:51 AM
2016-01-21 14:00:00,-6.1,-15.0,4:51 AM
2016-01-21 15:00:00,-5.6,-10.3,5:51 AM
2016-01-21 16:00:00,-6.1,-13.3,6:51 AM
2016-01-21 17:00:00,-5.6,-9.7,7:51 AM
2016-01-21 18:00:00,-5.0,-10.5,8:51 AM
2016-01-21 19:00:00,-3.9,-7.1,9:51 AM
2016-01-21 20:00:00,-3.3,-8.8,10:51 AM
2016-01-21 21:00:00,-2.2,-5.7,11:51 AM
2016-01-21 22:00:00,-1.7,-7.1,12:51 PM
2016-01-21 23:00:00,-1.7,-15.6,1:51 PM
2016-01-22 00:00:00,-1.7,-5.6,2:51 PM
2016-01-22 01:00:00,-1.7,-5.6,3:51 PM
2016-01-22 02:00:00,-1.7,-5.1,4:51 PM
2016-01-22 03:00:00,-1.7,-3.8,5:51 PM
2016-01-22 04:00:00,-2.2,-6.2,6:51 PM
2016-01-22 05:00:00,-2.2,-7.1,7:51 PM
2016-01-22 06:00:00,-2.2,-6.2,8:51 PM
2016-01-22 07:00:00,-1.7,-5.1,9:51 PM
2016-01-22 08:00:00,-2.8,-6.9,10:39 PM
2016-01-22 09:00:00,-2.8,-7.8,11:03 PM
2016-01-22 10:00:00,-3.9,-8.7,12:19 AM
2016-01-22 11:00:00,-4.4,-10.5,1:51 AM
2016-01-22 12:00:00,-3.9,-11.3,2:38 AM
2016-01-22 13:00:00,-4.4,-12.4,3:35 AM
2016-01-22 14:00:00,-4.4,-10.5,4:13 AM
2016-01-22 15:00:00,-4.4,-11.9,5:22 AM
2016-01-22 16:00:00,-3.9,-11.0,6:39 AM
2016-01-22 17:00:00,-3.9,-11.7,7:29 AM
2016-01-22 18:00:00,-3.3,-11.3,8:51 AM
2016-01-22 19:00:00,-2.8,-10.8,9:51 AM
2016-01-22 20:00:00,-2.8,-9.8,10:26 AM
2016-01-22 21:00:00,-2.8,-10.1,11:02 AM
2016-01-22 22:00:00,-2.8,-10.1,12:40 PM
2016-01-22 23:00:00,-2.8,-9.4,1:51 PM
2016-01-23 00:00:00,-2.8,-9.4,2:51 PM
2016-01-23 01:00:00,-2.8,-8.8,3:19 PM
2016-01-23 02:00:00,-2.8,-9.1,4:24 PM
2016-01-23 03:00:00,-2.8,-9.1,5:34 PM
2016-01-23 04:00:00,-3.3,-9.1,6:51 PM
2016-01-23 05:00:00,-3.9,-8.7,7:51 PM
2016-01-23 06:00:00,-4.4,-12.4,8:51 PM
2016-01-23 07:00:00,-3.9,-10.2,9:14 PM
2016-01-23 08:00:00,-3.3,-9.7,10:01 PM
2016-01-23 09:00:00,-2.8,-5.8,11:51 PM
2016-01-23 10:00:00,-3.3,-9.1,12:37 AM
2016-01-23 11:00:00,-2.8,-9.1,1:04 AM
2016-01-23 12:00:00,-3.3,-7.0,2:51 AM
2016-01-23 13:00:00,-4.4,-9.3,3:51 AM
