,temperature,wind,time
2015-09-24 07:00:00,17.8,8.9,7:51 AM
2015-09-24 08:00:00,20.0,9.4,8:51 AM
2015-09-24 09:00:00,21.7,9.4,9:51 AM
2015-09-24 10:00:00,22.8,10.6,10:51 AM
2015-09-24 11:00:00,24.4,10.0,11:51 AM
2015-09-24 12:00:00,26.1,10.6,12:51 PM
2015-09-24 13:00:00,26.1,9.4,1:51 PM
2015-09-24 14:00:00,27.2,10.0,2:51 PM
2015-09-24 15:00:00,26.7,10.6,3:51 PM
2015-09-24 16:00:00,26.1,10.0,4:51 PM
2015-09-24 17:00:00,24.4,13.3,5:51 PM
2015-09-24 18:00:00,22.2,13.9,6:51 PM
2015-09-24 19:00:00,21.7,13.9,7:51 PM
2015-09-24 20:00:00,21.7,12.2,8:51 PM
2015-09-24 21:00:00,21.7,12.8,9:51 PM
2015-09-24 22:00:00,21.1,12.8,10:51 PM
2015-09-24 23:00:00,20.6,12.8,11:51 PM
2015-09-25 00:00:00,20.0,12.8,12:51 AM
2015-09-25 01:00:00,19.4,12.2,1:51 AM
2015-09-25 02:00:00,20.0,10.6,2:51 AM
2015-09-25 03:00:00,20.0,9.4,3:51 AM
2015-09-25 04:00:00,18.9,13.3,4:51 AM
2015-09-25 05:00:00,17.8,11.7,5:51 AM
2015-09-25 06:00:00,17.8,11.1,6:51 AM
2015-09-25 07:00:00,18.3,11.1,7:51 AM
2015-09-25 08:00:00,18.9,11.1,8:51 AM
2015-09-25 09:00:00,19.4,11.7,9:51 AM
2015-09-25 10:00:00,20.6,11.7,10:51 AM
2015-09-25 11:00:00,21.1,11.7,11:51 AM
2015-09-25 12:00:00,22.2,11.7,12:51 PM
2015-09-25 13:00:00,23.3,11.7,1:51 PM
2015-09-25 14:00:00,23.3,11.7,2:51 PM
2015-09-25 15:00:00,22.8,11.1,3:51 PM
2015-09-25 16:00:00,21.7,9.4,4:51 PM
2015-09-25 17:00:00,21.7,8.3,5:51 PM
2015-09-25 18:00:00,20.6,8.9,6:51 PM
2015-09-25 19:00:00,20.6,8.3,7:51 PM
2015-09-25 20:00:00,20.0,8.3,8:51 PM
2015-09-25 21:00:00,19.4,10.6,9:51 PM
2015-09-25 22:00:00,19.4,10.6,10:51 PM
2015-09-25 23:00:00,18.9,10.6,11:51 PM
2015-09-26 00:00:00,18.9,10.6,12:51 AM
2015-09-26 01:00:00,18.9,10.6,1:51 AM
2015-09-26 02:00:00,17.8,10.6,2:51 AM
2015-09-26 03:00:00,17.2,10.6,3:51 AM
2015-09-26 04:00:00,17.2,10.6,4:51 AM
2015-09-26 05:00:00,17.2,10.6,5:51 AM
2015-09-26 06:00:00,17.2,12.2,6:22 AM
2015-09-26 07:00:00,16.7,11.1,7:20 AM
2015-09-26 08:00:00,17.8,10.6,8:51 AM
2015-09-26 09:00:00,18.3,10.0,9:51 AM
2015-09-26 10:00:00,19.4,10.0,10:51 AM
2015-09-26 11:00:00,20.0,10.0,11:51 AM
2015-09-26 12:00:00,21.1,8.9,12:51 PM
2015-09-26 13:00:00,21.1,8.9,1:51 PM
2015-09-26 14:00:00,21.7,8.3,2:51 PM
2015-09-26 15:00:00,21.1,7.8,3:51 PM
2015-09-26 16:00:00,21.1,7.8,4:51 PM
2015-09-26 17:00:00,20.6,5.6,5:51 PM
2015-09-26 18:00:00,20.0,6.7,6:51 PM
2015-09-26 19:00:00,19.4,7.2,7:51 PM
2015-09-26 20:00:00,18.3,9.4,8:51 PM
2015-09-26 21:00:00,17.8,8.9,9:51 PM
2015-09-26 22:00:00,17.8,7.8,10:51 PM
2015-09-26 23:00:00,16.7,7.8,11:51 PM
2015-09-27 00:00:00,16.1,8.3,12:51 AM
2015-09-27 01:00:00,16.1,8.3,1:51 AM
2015-09-27 02:00:00,15.6,8.3,2:51 AM
2015-09-27 03:00:00,16.0,8.0,3:46 AM
2015-09-27 04:00:00,15.6,8.3,4:05 AM
2015-09-27 05:00:00,13.9,8.9,5:51 AM
2015-09-27 06:00:00,13.9,8.3,6:51 AM
2015-09-27 07:00:00,14.4,8.3,7:51 AM
2015-09-27 08:00:00,15.6,8.9,8:51 AM
2015-09-27 09:00:00,16.7,9.4,9:51 AM
2015-09-27 10:00:00,17.8,10.0,10:51 AM
2015-09-27 11:00:00,18.3,10.6,11:51 AM
2015-09-27 12:00:00,18.9,11.1,12:51 PM
2015-09-27 13:00:00,19.4,11.1,1:51 PM
2015-09-27 14:00:00,20.6,12.2,2:51 PM
2015-09-27 15:00:00,21.1,12.8,3:51 PM
2015-09-27 16:00:00,20.6,12.8,4:51 PM
2015-09-27 17:00:00,20.6,12.8,5:05 PM
2015-09-27 18:00:00,19.4,13.3,6:41 PM
2015-09-27 19:00:00,19.4,13.9,7:51 PM
2015-09-27 20:00:00,19.4,13.9,8:51 PM
2015-09-27 21:00:00,19.4,13.9,9:01 PM
2015-09-27 22:00:00,19.4,14.4,10:51 PM
2015-09-27 23:00:00,19.4,14.4,11:51 PM
2015-09-28 00:00:00,19.4,14.4,12:29 AM
2015-09-28 01:00:00,19.4,14.4,1:51 AM
2015-09-28 02:00:00,18.3,14.4,2:51 AM
2015-09-28 03:00:00,19.4,14.4,3:51 AM
2015-09-28 04:00:00,18.9,15.0,4:51 AM
2015-09-28 05:00:00,18.9,15.0,5:51 AM
2015-09-28 06:00:00,18.9,15.6,6:51 AM
2015-09-28 07:00:00,19.4,15.6,7:51 AM
2015-09-28 08:00:00,20.0,15.6,8:51 AM
2015-09-28 09:00:00,20.6,16.1,9:51 AM
2015-09-28 10:00:00,21.1,16.1,10:51 AM
2015-09-28 11:00:00,23.3,16.7,11:51 AM
2015-09-28 12:00:00,23.3,16.1,12:51 PM
2015-09-28 13:00:00,23.3,17.2,1:37 PM
2015-09-28 14:00:00,25.0,17.2,2:51 PM
2015-09-28 15:00:00,25.6,17.8,3:51 PM
2015-09-28 16:00:00,25.6,17.2,4:17 PM
2015-09-28 17:00:00,24.4,17.8,5:51 PM
2015-09-28 18:00:00,23.3,17.8,6:51 PM
2015-09-28 19:00:00,22.8,17.8,7:51 PM
2015-09-28 20:00:00,22.8,18.3,9:51 PM
2015-09-28 21:00:00,22.8,18.3,10:51 PM
2015-09-28 22:00:00,22.8,18.9,11:51 PM
2015-09-28 23:00:00,22.8,19.4,12:51 AM
2015-09-29 00:00:00,22.8,19.4,1:26 AM
2015-09-29 01:00:00,22.8,20.0,2:51 AM
2015-09-29 02:00:00,22.8,20.0,3:51 AM
2015-09-29 03:00:00,22.8,20.0,4:28 AM
2015-09-29 04:00:00,22.2,20.0,5:04 AM
2015-09-29 05:00:00,22.8,19.4,6:51 AM
2015-09-29 06:00:00,22.2,19.4,7:17 AM
2015-09-29 07:00:00,23.9,19.4,8:51 AM
2015-09-29 08:00:00,25.0,19.4,9:51 AM
2015-09-29 09:00:00,26.7,28.2,10:51 AM
2015-09-29 10:00:00,27.2,28.8,11:38 AM
2015-09-29 11:00:00,27.8,29.4,12:51 PM
2015-09-29 12:00:00,27.0,28.2,1:47 PM
2015-09-29 13:00:00,27.2,28.5,2:26 PM
2015-09-29 14:00:00,25.6,20.6,3:51 PM
2015-09-29 15:00:00,25.0,20.6,4:21 PM
2015-09-29 16:00:00,24.4,20.6,5:51 PM
2015-09-29 17:00:00,24.4,20.6,6:51 PM
2015-09-29 18:00:00,24.4,20.6,7:51 PM
2015-09-29 19:00:00,24.4,20.6,8:51 PM
2015-09-29 20:00:00,23.9,21.1,9:51 PM
2015-09-29 21:00:00,23.9,21.1,10:03 PM
2015-09-29 22:00:00,23.3,21.1,11:51 PM
2015-09-29 23:00:00,23.3,21.1,12:18 AM
2015-09-30 00:00:00,23.9,22.2,1:42 AM
2015-09-30 01:00:00,23.9,22.2,2:26 AM
2015-09-30 02:00:00,22.2,20.6,3:39 AM
2015-09-30 03:00:00,23.3,21.7,4:51 AM
2015-09-30 04:00:00,23.3,21.7,5:51 AM
2015-09-30 05:00:00,23.9,21.7,6:51 AM
2015-09-30 06:00:00,23.9,22.2,7:37 AM
2015-09-30 07:00:00,24.4,22.2,8:51 AM
2015-09-30 08:00:00,24.4,22.2,9:11 AM
2015-09-30 09:00:00,25.0,22.2,10:03 AM
2015-09-30 10:00:00,25.0,21.7,11:21 AM
2015-09-30 11:00:00,25.6,21.7,12:01 PM
2015-09-30 12:00:00,26.1,20.6,1:16 PM
2015-09-30 13:00:00,20.6,15.6,2:28 PM
2015-09-30 14:00:00,20.6,15.6,3:39 PM
2015-09-30 15:00:00,21.1,15.0,4:51 PM
2015-09-30 16:00:00,21.1,15.6,5:05 PM
2015-09-30 17:00:00,20.0,13.9,6:51 PM
2015-09-30 18:00:00,19.4,12.8,7:51 PM
2015-09-30 19:00:00,18.3,11.7,8:51 PM
2015-09-30 20:00:00,17.8,10.6,9:51 PM
2015-09-30 21:00:00,17.2,10.6,10:51 PM
2015-09-30 22:00:00,16.7,10.0,11:51 PM
2015-09-30 23:00:00,15.0,9.4,12:51 AM
2015-10-01 00:00:00,14.4,8.3,1:51 AM
2015-10-01 01:00:00,13.9,8.3,2:51 AM
2015-10-01 02:00:00,13.3,7.8,3:51 AM
2015-10-01 03:00:00,13.9,8.3,4:11 AM
2015-10-01 04:00:00,13.3,7.8,5:51 AM
2015-10-01 05:00:00,13.3,7.8,6:51 AM
2015-10-01 06:00:00,13.9,7.8,7:51 AM
2015-10-01 07:00:00,14.4,8.3,8:51 AM
2015-10-01 08:00:00,14.4,7.8,9:51 AM
2015-10-01 09:00:00,15.6,8.3,10:51 AM
2015-10-01 10:00:00,15.6,8.3,11:51 AM
2015-10-01 11:00:00,16.1,8.9,12:51 PM
2015-10-01 12:00:00,17.2,9.4,1:51 PM
2015-10-01 13:00:00,17.2,9.4,2:51 PM
2015-10-01 14:00:00,17.8,10.0,3:51 PM
2015-10-01 15:00:00,17.2,10.6,4:51 PM
2015-10-01 16:00:00,15.6,11.7,5:51 PM
2015-10-01 17:00:00,14.4,11.7,6:51 PM
2015-10-01 18:00:00,13.9,11.1,7:51 PM
2015-10-01 19:00:00,13.9,10.6,8:51 PM
2015-10-01 20:00:00,13.9,10.6,9:51 PM
2015-10-01 21:00:00,13.9,10.6,10:51 PM
2015-10-01 22:00:00,13.9,10.6,11:22 PM
2015-10-01 23:00:00,13.9,10.0,12:10 AM
2015-10-02 00:00:00,13.9,9.4,1:12 AM
2015-10-02 01:00:00,12.8,7.8,2:51 AM
2015-10-02 02:00:00,11.7,7.8,3:51 AM
2015-10-02 03:00:00,11.7,8.3,4:51 AM
2015-10-02 04:00:00,11.1,7.2,5:51 AM
2015-10-02 05:00:00,11.7,7.2,6:25 AM
2015-10-02 06:00:00,11.1,7.2,7:51 AM
2015-10-02 07:00:00,11.1,6.7,8:51 AM
2015-10-02 08:00:00,10.6,7.2,9:51 AM
2015-10-02 09:00:00,10.6,7.2,10:51 AM
2015-10-02 10:00:00,10.6,7.2,11:51 AM
2015-10-02 11:00:00,11.1,7.2,12:51 PM
2015-10-02 12:00:00,10.6,7.2,1:51 PM
2015-10-02 13:00:00,10.6,7.8,2:51 PM
2015-10-02 14:00:00,10.0,7.2,3:51 PM
2015-10-02 15:00:00,10.0,7.8,4:22 PM
2015-10-02 16:00:00,10.0,7.2,5:07 PM
2015-10-02 17:00:00,9.4,7.8,6:16 PM
2015-10-02 18:00:00,9.4,7.2,7:01 PM
2015-10-02 19:00:00,9.4,6.7,8:39 PM
2015-10-02 20:00:00,8.9,6.7,9:23 PM
2015-10-02 21:00:00,8.9,6.7,10:51 PM
2015-10-02 22:00:00,9.4,6.7,11:51 PM
2015-10-02 23:00:00,9.4,7.2,12:51 AM
2015-10-03 00:00:00,9.4,7.2,1:03 AM
2015-10-03 01:00:00,9.4,7.2,2:10 AM
2015-10-03 02:00:00,9.4,7.2,3:22 AM
2015-10-03 03:00:00,9.4,7.2,4:51 AM
2015-10-03 04:00:00,9.4,7.2,5:51 AM
2015-10-03 05:00:00,9.4,7.2,6:51 AM
2015-10-03 06:00:00,9.4,7.2,7:35 AM
2015-10-03 07:00:00,9.4,7.2,8:51 AM
2015-10-03 08:00:00,10.0,7.2,9:02 AM
2015-10-03 09:00:00,10.0,7.8,10:51 AM
2015-10-03 10:00:00,10.6,7.8,11:51 AM
2015-10-03 11:00:00,11.1,7.8,12:51 PM
2015-10-03 12:00:00,11.7,7.8,1:17 PM
2015-10-03 13:00:00,11.7,7.8,2:51 PM
2015-10-03 14:00:00,11.1,8.3,3:51 PM
2015-10-03 15:00:00,11.1,7.2,4:34 PM
2015-10-03 16:00:00,11.1,6.7,5:51 PM
2015-10-03 17:00:00,11.7,6.7,6:51 PM
2015-10-03 18:00:00,11.7,6.1,7:51 PM
2015-10-03 19:00:00,12.2,6.1,8:51 PM
2015-10-03 20:00:00,12.2,6.7,9:51 PM
2015-10-03 21:00:00,12.8,6.7,10:51 PM
2015-10-03 22:00:00,12.2,6.1,11:51 PM
2015-10-03 23:00:00,12.2,6.7,12:51 AM
2015-10-04 00:00:00,12.2,6.7,1:51 AM
2015-10-04 01:00:00,12.2,6.7,2:51 AM
2015-10-04 02:00:00,12.2,6.7,3:51 AM
2015-10-04 03:00:00,12.2,6.1,4:51 AM
2015-10-04 04:00:00,12.2,5.6,5:51 AM
2015-10-04 05:00:00,12.2,5.6,6:51 AM
2015-10-04 06:00:00,11.7,5.6,7:51 AM
2015-10-04 07:00:00,11.7,4.4,8:51 AM
2015-10-04 08:00:00,12.2,5.0,9:51 AM
2015-10-04 09:00:00,13.3,6.1,10:51 AM
2015-10-04 10:00:00,13.3,5.0,11:51 AM
2015-10-04 11:00:00,13.9,5.0,12:12 PM
2015-10-04 12:00:00,16.7,5.6,1:51 PM
2015-10-04 13:00:00,16.7,4.4,2:51 PM
2015-10-04 14:00:00,16.7,4.4,3:51 PM
2015-10-04 15:00:00,16.7,5.0,4:51 PM
2015-10-04 16:00:00,16.1,6.1,5:51 PM
2015-10-04 17:00:00,16.1,5.6,6:51 PM
2015-10-04 18:00:00,15.6,5.0,7:51 PM
2015-10-04 19:00:00,14.4,5.0,8:51 PM
2015-10-04 20:00:00,13.9,5.0,9:51 PM
2015-10-04 21:00:00,12.8,3.9,10:51 PM
2015-10-04 22:00:00,12.2,4.4,11:51 PM
2015-10-04 23:00:00,11.7,4.4,12:51 AM
2015-10-05 00:00:00,11.7,4.4,1:51 AM
2015-10-05 01:00:00,11.7,5.0,2:51 AM
2015-10-05 02:00:00,11.1,5.0,3:51 AM
2015-10-05 03:00:00,11.7,5.6,4:51 AM
2015-10-05 04:00:00,11.7,5.6,5:51 AM
2015-10-05 05:00:00,11.7,5.6,6:51 AM
2015-10-05 06:00:00,11.7,6.1,7:51 AM
2015-10-05 07:00:00,12.2,5.6,8:51 AM
2015-10-05 08:00:00,12.8,6.1,9:51 AM
2015-10-05 09:00:00,13.9,6.7,10:51 AM
2015-10-05 10:00:00,15.0,7.2,11:20 AM
2015-10-05 11:00:00,16.7,8.3,12:51 PM
2015-10-05 12:00:00,17.8,8.9,1:28 PM
2015-10-05 13:00:00,18.3,8.3,2:51 PM
2015-10-05 14:00:00,17.8,8.9,3:51 PM
2015-10-05 15:00:00,18.3,8.3,4:51 PM
2015-10-05 16:00:00,17.8,7.2,5:51 PM
2015-10-05 17:00:00,16.7,7.2,6:51 PM
2015-10-05 18:00:00,16.1,7.8,7:51 PM
2015-10-05 19:00:00,15.6,7.8,8:51 PM
2015-10-05 20:00:00,15.0,7.8,9:51 PM
2015-10-05 21:00:00,14.4,7.2,10:51 PM
2015-10-05 22:00:00,13.9,7.2,11:51 PM
2015-10-05 23:00:00,12.8,7.2,12:51 AM
2015-10-06 00:00:00,12.8,7.2,1:51 AM
2015-10-06 01:00:00,12.2,7.2,2:51 AM
2015-10-06 02:00:00,12.2,8.3,3:51 AM
2015-10-06 03:00:00,11.7,7.8,4:51 AM
2015-10-06 04:00:00,11.1,7.8,5:51 AM
2015-10-06 05:00:00,11.1,7.8,6:51 AM
2015-10-06 06:00:00,11.7,7.8,7:51 AM
2015-10-06 07:00:00,13.3,6.7,8:51 AM
2015-10-06 08:00:00,15.0,7.2,9:51 AM
2015-10-06 09:00:00,17.2,6.7,10:51 AM
2015-10-06 10:00:00,18.9,6.1,11:51 AM
2015-10-06 11:00:00,20.6,4.4,12:51 PM
2015-10-06 12:00:00,21.7,5.0,1:51 PM
2015-10-06 13:00:00,22.2,6.1,2:51 PM
2015-10-06 14:00:00,22.2,6.7,3:51 PM
2015-10-06 15:00:00,22.2,8.9,4:51 PM
2015-10-06 16:00:00,21.1,9.4,5:51 PM
2015-10-06 17:00:00,20.6,10.0,6:51 PM
2015-10-06 18:00:00,19.4,10.6,7:51 PM
2015-10-06 19:00:00,20.0,10.0,8:51 PM
2015-10-06 20:00:00,18.9,9.4,9:51 PM
2015-10-06 21:00:00,18.3,9.4,10:51 PM
2015-10-06 22:00:00,17.2,9.4,11:51 PM
2015-10-06 23:00:00,16.7,9.4,12:51 AM
2015-10-07 00:00:00,16.1,9.4,1:51 AM
2015-10-07 01:00:00,15.6,9.4,2:51 AM
2015-10-07 02:00:00,15.6,9.4,3:51 AM
2015-10-07 03:00:00,15.0,9.4,4:51 AM
2015-10-07 04:00:00,15.0,10.0,5:51 AM
2015-10-07 05:00:00,15.0,10.0,6:51 AM
2015-10-07 06:00:00,15.6,10.0,7:51 AM
2015-10-07 07:00:00,16.7,10.6,8:51 AM
2015-10-07 08:00:00,17.2,10.6,9:51 AM
2015-10-07 09:00:00,17.2,10.0,10:51 AM
2015-10-07 10:00:00,18.9,10.0,11:51 AM
2015-10-07 11:00:00,20.0,9.4,12:51 PM
2015-10-07 12:00:00,21.7,9.4,1:51 PM
2015-10-07 13:00:00,22.2,9.4,2:51 PM
2015-10-07 14:00:00,22.2,9.4,3:51 PM
2015-10-07 15:00:00,22.2,9.4,4:51 PM
2015-10-07 16:00:00,21.1,9.4,5:51 PM
2015-10-07 17:00:00,20.6,8.9,6:51 PM
2015-10-07 18:00:00,19.4,8.9,7:51 PM
2015-10-07 19:00:00,18.3,9.4,8:51 PM
2015-10-07 20:00:00,18.3,9.4,9:51 PM
2015-10-07 21:00:00,18.3,9.4,10:51 PM
2015-10-07 22:00:00,17.2,9.4,11:51 PM
2015-10-07 23:00:00,16.7,9.4,12:51 AM
2015-10-08 00:00:00,16.1,10.0,1:51 AM
2015-10-08 01:00:00,16.1,9.4,2:51 AM
2015-10-08 02:00:00,15.0,10.0,3:51 AM
2015-10-08 03:00:00,15.6,10.6,4:51 AM
2015-10-08 04:00:00,16.7,10.6,5:51 AM
2015-10-08 05:00:00,16.1,9.4,6:51 AM
2015-10-08 06:00:00,15.6,9.4,7:51 AM
2015-10-08 07:00:00,16.7,9.4,8:51 AM
2015-10-08 08:00:00,17.8,8.9,9:51 AM
2015-10-08 09:00:00,18.3,8.9,10:51 AM
2015-10-08 10:00:00,18.9,8.9,11:51 AM
2015-10-08 11:00:00,21.1,7.8,12:51 PM
2015-10-08 12:00:00,20.0,10.6,1:51 PM
2015-10-08 13:00:00,20.6,10.0,2:51 PM
2015-10-08 14:00:00,20.0,9.4,3:51 PM
2015-10-08 15:00:00,18.9,10.0,4:51 PM
2015-10-08 16:00:00,17.8,10.0,5:51 PM
2015-10-08 17:00:00,17.2,10.6,6:51 PM
2015-10-08 18:00:00,16.7,11.1,7:51 PM
2015-10-08 19:00:00,16.7,11.7,8:51 PM
2015-10-08 20:00:00,16.7,12.2,9:51 PM
2015-10-08 21:00:00,17.2,12.8,10:51 PM
2015-10-08 22:00:00,17.2,13.3,11:51 PM
2015-10-08 23:00:00,16.7,13.9,12:51 AM
2015-10-09 00:00:00,17.2,13.9,1:51 AM
2015-10-09 01:00:00,16.7,13.9,2:51 AM
2015-10-09 02:00:00,17.2,13.9,3:37 AM
2015-10-09 03:00:00,17.2,13.9,4:15 AM
2015-10-09 04:00:00,17.2,13.9,5:51 AM
2015-10-09 05:00:00,17.2,13.9,6:51 AM
2015-10-09 06:00:00,18.3,13.9,7:51 AM
2015-10-09 07:00:00,18.9,13.9,8:51 AM
2015-10-09 08:00:00,18.3,14.4,9:51 AM
2015-10-09 09:00:00,21.1,15.0,10:51 AM
2015-10-09 10:00:00,22.2,15.6,11:51 AM
2015-10-09 11:00:00,22.2,15.6,12:51 PM
2015-10-09 12:00:00,23.9,15.6,1:51 PM
2015-10-09 13:00:00,25.0,16.1,2:51 PM
2015-10-09 14:00:00,25.0,16.7,3:51 PM
2015-10-09 15:00:00,23.3,17.2,4:42 PM
2015-10-09 16:00:00,20.6,18.3,5:10 PM
2015-10-09 17:00:00,18.3,16.7,6:40 PM
2015-10-09 18:00:00,18.3,16.7,7:51 PM
2015-10-09 19:00:00,18.3,16.7,8:51 PM
2015-10-09 20:00:00,18.9,16.1,9:51 PM
2015-10-09 21:00:00,18.3,15.0,10:51 PM
2015-10-09 22:00:00,17.2,11.1,11:51 PM
2015-10-09 23:00:00,16.7,10.0,12:51 AM
2015-10-10 00:00:00,15.6,8.3,1:51 AM
2015-10-10 01:00:00,14.4,7.2,2:51 AM
2015-10-10 02:00:00,13.3,6.1,3:51 AM
2015-10-10 03:00:00,12.2,4.4,4:51 AM
2015-10-10 04:00:00,11.7,3.9,5:51 AM
2015-10-10 05:00:00,11.1,3.3,6:51 AM
2015-10-10 06:00:00,10.6,3.3,7:51 AM
2015-10-10 07:00:00,11.1,3.3,8:51 AM
2015-10-10 08:00:00,12.2,3.3,9:51 AM
2015-10-10 09:00:00,13.3,3.3,10:51 AM
2015-10-10 10:00:00,15.0,2.8,11:51 AM
2015-10-10 11:00:00,17.2,3.3,12:51 PM
2015-10-10 12:00:00,17.2,2.8,1:51 PM
2015-10-10 13:00:00,17.2,2.8,2:51 PM
2015-10-10 14:00:00,17.2,2.2,3:51 PM
2015-10-10 15:00:00,16.7,1.7,4:51 PM
2015-10-10 16:00:00,15.6,2.2,5:51 PM
2015-10-10 17:00:00,13.9,4.4,6:51 PM
2015-10-10 18:00:00,14.4,3.9,7:51 PM
2015-10-10 19:00:00,13.9,3.3,8:51 PM
2015-10-10 20:00:00,13.9,4.4,9:51 PM
2015-10-10 21:00:00,13.3,6.1,10:51 PM
2015-10-10 22:00:00,13.3,6.1,11:51 PM
2015-10-10 23:00:00,13.3,5.6,12:51 AM
2015-10-11 00:00:00,12.8,5.6,1:51 AM
2015-10-11 01:00:00,12.2,5.6,2:51 AM
2015-10-11 02:00:00,11.7,6.1,3:51 AM
2015-10-11 03:00:00,11.7,5.6,4:51 AM
2015-10-11 04:00:00,11.7,5.6,5:51 AM
2015-10-11 05:00:00,12.2,5.0,6:51 AM
2015-10-11 06:00:00,12.2,5.6,7:51 AM
2015-10-11 07:00:00,12.8,6.1,8:51 AM
2015-10-11 08:00:00,13.9,6.1,9:51 AM
2015-10-11 09:00:00,15.6,5.6,10:51 AM
2015-10-11 10:00:00,17.2,5.6,11:51 AM
2015-10-11 11:00:00,19.4,5.0,12:51 PM
2015-10-11 12:00:00,19.4,6.1,1:51 PM
2015-10-11 13:00:00,20.0,7.2,2:51 PM
2015-10-11 14:00:00,20.0,7.2,3:51 PM
2015-10-11 15:00:00,19.4,6.7,4:51 PM
2015-10-11 16:00:00,18.9,6.7,5:51 PM
2015-10-11 17:00:00,17.2,7.8,6:51 PM
2015-10-11 18:00:00,17.8,6.7,7:51 PM
2015-10-11 19:00:00,17.8,7.2,8:51 PM
2015-10-11 20:00:00,17.2,7.2,9:51 PM
2015-10-11 21:00:00,16.7,7.2,10:51 PM
2015-10-11 22:00:00,16.7,6.7,11:51 PM
2015-10-11 23:00:00,16.7,7.2,12:51 AM
2015-10-12 00:00:00,15.6,7.8,1:51 AM
2015-10-12 01:00:00,15.6,7.8,2:51 AM
2015-10-12 02:00:00,14.4,7.8,3:51 AM
2015-10-12 03:00:00,13.9,7.8,4:51 AM
2015-10-12 04:00:00,13.9,7.8,5:51 AM
2015-10-12 05:00:00,13.9,7.8,6:51 AM
2015-10-12 06:00:00,14.4,7.8,7:51 AM
2015-10-12 07:00:00,15.6,7.8,8:51 AM
2015-10-12 08:00:00,16.7,8.3,9:51 AM
2015-10-12 09:00:00,18.9,8.9,10:51 AM
2015-10-12 10:00:00,21.1,7.8,11:51 AM
2015-10-12 11:00:00,23.9,7.8,12:51 PM
2015-10-12 12:00:00,24.4,6.7,1:51 PM
2015-10-12 13:00:00,24.4,7.2,2:51 PM
2015-10-12 14:00:00,22.8,10.0,3:51 PM
2015-10-12 15:00:00,21.1,9.4,4:51 PM
2015-10-12 16:00:00,20.0,9.4,5:51 PM
2015-10-12 17:00:00,18.3,9.4,6:51 PM
2015-10-12 18:00:00,18.3,10.6,7:51 PM
2015-10-12 19:00:00,17.8,11.7,8:51 PM
2015-10-12 20:00:00,17.8,11.1,9:51 PM
2015-10-12 21:00:00,17.2,9.4,10:51 PM
2015-10-12 22:00:00,17.2,7.8,11:51 PM
2015-10-12 23:00:00,16.7,8.3,12:51 AM
2015-10-13 00:00:00,16.7,10.0,1:51 AM
2015-10-13 01:00:00,17.2,10.6,2:51 AM
2015-10-13 02:00:00,17.2,10.6,3:51 AM
2015-10-13 03:00:00,17.2,11.7,4:51 AM
2015-10-13 04:00:00,16.7,12.2,5:51 AM
2015-10-13 05:00:00,16.1,13.3,6:51 AM
2015-10-13 06:00:00,16.7,13.9,7:51 AM
2015-10-13 07:00:00,17.2,14.4,8:51 AM
2015-10-13 08:00:00,19.4,15.0,9:51 AM
2015-10-13 09:00:00,21.1,15.0,10:51 AM
2015-10-13 10:00:00,21.7,14.4,11:51 AM
2015-10-13 11:00:00,21.7,14.4,12:36 PM
2015-10-13 12:00:00,20.6,13.9,1:34 PM
2015-10-13 13:00:00,21.1,13.9,2:51 PM
2015-10-13 14:00:00,21.1,13.3,3:51 PM
2015-10-13 15:00:00,21.1,12.8,4:51 PM
2015-10-13 16:00:00,20.6,12.8,5:51 PM
2015-10-13 17:00:00,20.6,13.3,6:51 PM
2015-10-13 18:00:00,20.6,13.3,7:51 PM
2015-10-13 19:00:00,21.1,12.2,8:51 PM
2015-10-13 20:00:00,20.0,11.7,9:51 PM
2015-10-13 21:00:00,19.4,11.1,10:51 PM
2015-10-13 22:00:00,18.9,10.0,11:51 PM
2015-10-13 23:00:00,18.3,10.0,12:51 AM
2015-10-14 00:00:00,17.2,8.9,1:51 AM
2015-10-14 01:00:00,16.7,8.9,2:51 AM
2015-10-14 02:00:00,16.7,8.3,3:51 AM
2015-10-14 03:00:00,15.6,8.3,4:51 AM
2015-10-14 04:00:00,15.0,7.2,5:51 AM
2015-10-14 05:00:00,15.0,7.2,6:51 AM
2015-10-14 06:00:00,14.4,7.8,7:51 AM
2015-10-14 07:00:00,15.0,8.3,8:51 AM
2015-10-14 08:00:00,16.1,7.8,9:51 AM
2015-10-14 09:00:00,17.2,7.8,10:51 AM
2015-10-14 10:00:00,18.3,8.3,11:51 AM
2015-10-14 11:00:00,20.6,8.3,12:51 PM
2015-10-14 12:00:00,19.4,7.8,1:51 PM
2015-10-14 13:00:00,18.9,7.8,2:51 PM
2015-10-14 14:00:00,18.9,7.8,3:51 PM
2015-10-14 15:00:00,18.9,6.1,4:51 PM
2015-10-14 16:00:00,18.3,6.1,5:51 PM
2015-10-14 17:00:00,17.2,6.1,6:51 PM
2015-10-14 18:00:00,17.2,5.6,7:51 PM
2015-10-14 19:00:00,16.7,5.0,8:51 PM
2015-10-14 20:00:00,16.7,6.1,9:51 PM
2015-10-14 21:00:00,16.1,5.6,10:51 PM
2015-10-14 22:00:00,15.6,5.0,11:51 PM
2015-10-14 23:00:00,14.4,5.0,12:51 AM
2015-10-15 00:00:00,13.3,5.0,1:51 AM
2015-10-15 01:00:00,12.8,5.0,2:51 AM
